Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Jenison;Guarani;Guarani;CF;31;350000;2023-04-30;25;1380;1;2,96;1;0,94;26,48;39,41;Brazil;Brazil;direito;187;82;sim;4,89;4,3;68,18;11,02;41,42;0;0;0,13;1,96;2,41;1,11;2;0,13;0;0;2,02;0,07;1;0,07;0,19;0;0;24;1,57;25;4,167;0,07;0,72;36,36;0,2;33,33;0,52;37,5;0;2,22;52,94;7,76;25,21;2,74;1,17;0,52;9;1,83;0,33;17,15;78,71;3,46;66,04;5,87;88,89;4,63;77,46;15,72;81,74;0,78;50;15,95;14,98;0,06;0,65;0;0;0,52;37,5;0,33;2,15;72,73;0,85;53,85;0,59;22,22;0,52;0,2;2,15;87,88;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Felipe Melo;Fluminense;Fluminense;RDMF, LCB, RCB;39;300000;2023-12-31;26;1379;1;0,5;0;0,05;14,82;59,91;Brazil;Brazil, Spain;direito;183;80;sim;7,37;4,24;64,62;4,7;62,5;0,85;1,36;0,52;3,79;6,08;1,5;9;0,59;0;0;0,33;0,07;1;0,07;0,03;1;0,07;5;0,33;20;20;0;0,07;0;0;0;0,07;0;0;0,26;100;2,22;58,82;0,33;0,52;0,2;31,52;0,13;0,98;43,14;89,56;14,36;80;4,37;91,04;19,51;94,65;36,68;94,31;6,4;63,27;22,01;33,14;0;0,2;0;0;0,07;0;0;8,48;73,85;0,98;33,33;0,91;28,57;0,33;0;7,05;82,41;0;;0;;0;0;0;0;;;1,24;;;0,07;0;0;0;0;0
Sabino;Sport Recife;Sport Recife;LCB;25;1000000;2022-12-31;14;1378;0;0,5;0;0,38;11,56;61,02;Brazil;Brazil;esquerdo;186;88;sim;8,29;5,16;69,62;2,74;45,24;0,13;0,16;0,98;4,57;5,47;0,65;2;0,13;0;0;0,59;0;0;0;0,03;0;0;9;0,59;22,22;0;0;0,33;40;0,33;40;0;0;0,07;0,52;62,5;1,11;58,82;0,72;2,02;0,52;30,57;0,46;0,33;41,67;87,77;18,03;80,07;2,29;100;18,48;92,93;34,22;95,23;7,18;53,64;23,5;41,66;0,02;0,26;0;0;0,07;0;0,07;7,31;64,29;0,78;16,67;0,85;0;0,2;0,2;8,82;88,15;0;;0;;0;0;0;0;;;1,63;;;0;0;0;0;0;0
Vinícius;Goiás;Goiás;LW, CF;29;1300000;2025-12-31;17;1365;0;0,81;2;1,75;17,87;40,96;Brazil;Brazil;direito;180;70;sim;4,81;4,29;50,77;1,71;42,31;0,26;0,31;0,13;2,37;2,77;0,79;1;0,07;0;0;2,77;0;0;0;0,05;0;0;20;1,32;20;0;0,13;2,44;27,03;2,11;28,13;0,26;25;0,13;4,42;38,81;9,1;39,13;1,45;2,7;1,32;14,57;0,99;0,73;23,01;68,77;6,33;54,17;3,76;89,47;7,98;74,38;18,66;75,97;1,98;53,33;19,11;29,27;0,12;1,58;0,07;0;0,66;20;0,53;3,1;48,94;2,7;41,46;0,73;36,36;0,66;0,79;4,22;68,75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Jô;Ceará;Ceará;CF;35;1000000;2022-12-31;23;1364;4;4,44;2;1,61;20,26;36,16;Brazil;Brazil;esquerdo;189;91;sim;2,24;1,78;48,15;6,4;47,42;0,07;0,11;0;1,32;2,11;1,25;2;0,13;1;0,07;1,19;0,26;4;0,26;0,29;0;0;22;1,45;54,55;18,182;0,13;0,13;50;0,13;50;0;0;0;0,53;37,5;7,79;28,81;3,56;0,2;0,07;12,47;1,06;1,39;19,46;81,02;3,3;58;6,14;92,47;4,82;82,19;19,07;81,66;0,33;40;13,42;5,54;0,11;0,92;0;0;0,13;100;0,33;1,25;73,68;0,73;90,91;0,13;100;1,25;0,07;1,19;44,44;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;0
Luiz Otávio;Bahia;Bahia;LCB;29;900000;2022-12-31;14;1362;2;0,41;0;0;10,9;56,97;Brazil;Brazil;direito;195;91;sim;6,61;2,51;47,37;5,68;59,3;0;0;0,73;5,42;6,56;0,79;1;0,07;0;0;0,2;0,13;2;0,13;0,03;2;0,13;4;0,26;75;50;0;0;0;0;0;0;0;0;0,07;0;0,26;25;0,53;0,4;0,07;20,62;0,26;0,07;31,45;86,34;13,68;75,36;0,66;90;15;97,36;25,77;93,08;5,68;55,81;24,04;39,8;0;0;0;0;0;0;0;4,03;57,38;0,26;25;0,33;20;0,07;0;6,34;67,71;0;;0;;0;0;0;0;;;0,59;;;0;0;0;0;0;0
Victor Luís;Ceará;Ceará;LB;29;1200000;2022-12-31;21;1354;0;0,54;0;0,74;15,49;48,07;Brazil;Brazil, Lithuania;esquerdo;180;76;sim;7,98;6,18;62,37;2,59;38,46;0,33;0,53;0,2;3,79;6,06;1,13;2;0,13;0;0;1,53;0;0;0;0,04;0;0;15;1;13,33;0;0;1,79;40,74;1,79;40,74;0;0;0;1,06;62,5;3,92;40,68;0,33;2,13;0,6;33,17;1,26;1,06;44,07;87,33;17,28;82,69;5,12;92,21;14,69;90,5;37,89;91,93;4,52;66,18;19,28;32,27;0,05;0,47;0;0;0;0;0,27;5,85;84,09;2,19;51,52;0,6;55,56;0,73;0,66;8,11;79,51;0;;0;;0;0;0;0;;;0,6;;;1,2;0,2;0;0,33;0;0
V. Cantillo;Corinthians;Corinthians;DMF, LDMF, RDMF;28;2500000;2024-12-31;23;1354;2;0,6;0;0,35;17,28;63,08;Colombia;Colombia;direito;180;70;sim;10,77;8,51;65,63;2,79;64,29;0,6;0,79;0,2;4,59;6,09;0,93;2;0,13;0;0;1,06;0,13;2;0,13;0,04;1;0,07;6;0,4;33,33;33,333;0;0,33;20;0,27;0;0,07;100;0;0,73;63,64;3,46;65,38;0,47;0,53;0,13;47,53;0,13;1,6;63,88;90,32;18,21;81,02;5,58;95,24;32,24;94,23;57,5;93,06;6,05;68,13;19,88;35,38;0,02;0,4;0;0,07;0,47;85,71;0,07;11,23;79,29;1,53;52,17;0,6;44,44;0,73;0,07;9,9;80,54;0;;0;;0;0;0;0;;;0,13;;;0,47;0;0;1,26;0;0
Paulo Miranda;Juventude;Juventude;LCB, RCB, CB;34;250000;2022-12-31;16;1349;0;0,32;0;0;12,48;61,5;Brazil;Brazil;direito;184;85;sim;9,01;4,4;63,64;5,47;60,98;0,27;0,36;1,13;5,94;7,92;1,47;5;0,33;1;0,07;0,27;0;0;0;0,02;0;0;5;0,33;40;0;0;0;0;0;0;0;0;0;0,27;50;0,73;45,45;0,6;0,4;0;29,42;0,47;0,33;44,43;88,44;16,48;77,33;1,33;100;23,02;95,07;38,56;93,6;5,87;54,55;22,44;37,79;0;0;0;0;0;0;0;4,67;64,29;0,07;0;0,2;0;0;0;7,81;70,09;0;;0;;0;0;0;0;;;1,07;;;0;0;0;0;0;0
Thiago Santos;Grêmio;Grêmio;RDMF, LDMF, LCMF;33;450000;2023-12-31;16;1348;4;2,26;1;0,18;23,7;54,37;Brazil;Brazil;direito;181;78;sim;10,82;10,82;53,09;5,21;62,82;0,33;0,45;0,27;4,74;6,45;3,14;6;0,4;0;0;1,47;0,27;4;0,27;0,15;2;0,13;13;0,87;46,15;30,769;0,07;0,2;0;0;0;0,13;0;0;1,74;61,54;4,47;52,24;0,93;0,73;0,33;22,9;0,2;1,4;34,99;87,4;11,35;78,24;3,94;94,92;15,09;92,92;31,05;90,54;3,74;66,07;19,75;33,35;0,01;0,4;0;0;0,4;0;0,13;6,08;83,52;1;40;0,67;20;0,33;0;6,41;81,25;0;;0;;0;0;0;0;;;0,6;;;0;0;0;0;0;0
Romarinho;Fortaleza;Fortaleza;CF, AMF, LW;28;1300000;;29;1348;2;2,33;2;1,06;23,1;40,17;Brazil;Brazil;direito;168;66;sim;3,47;4,27;48,44;1,74;15,38;0,27;0,38;0,07;1,14;1,6;1,07;2;0,13;1;0,07;5,27;0,13;2;0,13;0,16;0;0;33;2,2;21,21;6,061;0,13;2;16,67;1,34;15;0,67;20;0,13;6,68;59;14,62;41,55;2,34;2,54;1,4;19,9;1,2;2,4;27,51;81,31;5,68;71,76;5,61;90,48;10,82;83,33;24,7;86,49;0,87;76,92;16,9;11,76;0,07;1,2;0;0,07;0,87;61,54;0,27;3,14;87,23;2,27;52,94;0,87;53,85;0,93;0,33;3,81;82,46;0;;0;;0;0;0;0;;;0;;;0;0;0;0,4;0;0
Lucas Pires;Santos;Santos;LB;21;0;;17;1346;0;0,77;0;2,9;17,65;50,38;Brazil;Brazil;esquerdo;182;76;sim;8,36;7,29;63,3;1,27;42,11;0,07;0,09;0,33;3,68;4,78;1;2;0,13;1;0,07;3,54;0;0;0;0,05;0;0;13;0,87;30,77;0;0;5,15;25,97;4,95;27,03;0,2;0;0,8;4,15;46,77;6,89;42,72;0,8;2,27;0,74;30,62;3,08;0,67;41,72;74,52;16,52;69,23;5,35;96,25;14,04;75,71;32,63;85,86;4,15;43,55;20,64;35;0,19;1,47;0,07;0,07;0,33;0;0,33;6,22;70,97;3,81;38,6;0,74;9,09;0,27;1,4;12,04;77,22;0;;0;;0;0;0;0;;;0,4;;;1,14;0,27;25;2,74;0;0
Pablo;Athletico Paranaense;Athletico Paranaense;CF;30;1000000;2023-12-31;21;1343;3;4,17;1;0,99;23,9;31,88;Brazil;Brazil;direito;185;79;sim;5,2;3,88;50;7,55;36,7;0,55;0,7;0,07;2,7;3,43;2,36;4;0,27;0;0;1,52;0,2;3;0,21;0,29;1;0,07;30;2,08;46,67;10;0,07;0,35;0;0,21;0;0,14;0;0;1,25;38,89;7,34;24,53;2,49;0,42;0,14;11,85;1,11;0,97;19,33;77,42;4,3;62,9;5,33;88,31;5,82;83,33;17,53;79,45;1,45;71,43;16,09;20,45;0,07;0,76;0;0;0,42;16,67;0,21;2,15;77,42;0,69;30;0,48;0;0,48;0;1,8;73,08;0;;0;;0;0;0;0;;;0;;;0,07;0,07;100;0,07;0;0
Sander;Sport Recife;Sport Recife;LB;31;350000;2022-12-31;14;1342;0;0,52;1;2,77;20,72;57,61;Brazil;Brazil;esquerdo;176;68;sim;10,13;9,39;56,43;2,28;58,82;0,4;0,48;0,13;4,43;5,28;2,01;3;0,2;0;0;3,15;0;0;0;0,03;0;0;10;0,67;30;0;0,07;4,09;32,79;4,09;32,79;0;0;0,34;2,48;64,86;5,5;58,54;1,14;1,27;0,74;31,79;2,82;1,94;41,51;81,26;14,35;77,1;6,1;94,51;14,35;80,84;34,07;90,35;3,55;45,28;18,56;34,43;0,19;1,68;0;0;0;0;0,74;5,3;82,28;3,35;46;0,27;25;0,34;1,54;8,85;74,24;0;;0;;0;0;0;0;;;0,34;;;0,6;0;0;0,47;0;0
Christian;Athletico Paranaense;Athletico Paranaense;LCMF, LDMF;21;6500000;2024-12-31;20;1337;1;1,08;0;0,94;17,17;41,77;Brazil;Brazil;direito;175;72;sim;7,31;7,17;47,12;2,21;40,63;0,34;0,42;0,28;3,59;4,41;2,9;6;0,4;0;0;0,76;0,07;0;0;0,07;0;0;17;1,17;17,65;0;0;0,55;25;0,14;0;0,41;33,33;0,14;0,83;50;4,41;35,94;1,66;0,55;0,14;22,69;0,48;1,24;32,48;83,86;8;72,41;5,66;90,24;11,93;90,17;29,72;86,31;2,21;65,63;17,4;29,72;0,06;0,55;0;0;0,48;0;0,21;4,14;75;0,97;42,86;0,62;22,22;0,76;0,14;4,14;68,33;0;;0;;0;0;0;0;;;0,34;;;0;0;0;0;0;0
L. Orejuela;Athletico Paranaense;Athletico Paranaense;RB, RWB;27;1200000;2025-03-31;19;1334;1;0,61;1;0,77;19,03;54,75;Colombia;Colombia;direito;178;76;sim;9,04;8,61;57,98;3,4;48,94;0,29;0,34;0;3,76;4,43;1,45;2;0,13;0;0;2,6;0,07;1;0,07;0,04;1;0,07;3;0,22;33,33;33,333;0,07;2,82;46,15;0;0;2,82;46,15;0,36;1,66;69,57;5,43;57,33;0,65;2,24;0,8;21,92;2,03;1,88;31,54;80,28;10,85;68,67;4,49;98,39;10,64;83,67;26,48;85,25;2,46;61,76;18,08;29,83;0,06;0,43;0;0;0,14;50;0,22;3,91;72,22;2,68;51,35;0,29;50;0,43;1,16;6,66;77,17;0;;0;;0;0;0;0;;;0,22;;;0;0;0;0;0;0
Ignácio;Bahia;Bahia;LCB, RCB;25;900000;2022-12-31;14;1323;0;0,19;0;0;13,14;63,33;Brazil;Brazil;direito;184;75;sim;9,56;5,26;59,72;3,5;68,75;0,22;0,25;0,8;6,2;6,99;0,8;4;0,27;0;0;0,22;0;0;0;0,01;0;0;2;0,15;0;0;0;0,07;0;0,07;0;0;0;0;0,44;50;2,26;67,74;0,36;0,36;0,15;14,01;0,15;1,53;24,16;87,01;9,05;75,81;1,24;100;11,09;92,11;21,82;91,3;2,26;48,39;19,55;33,07;0;0;0;0;0,15;0;0;1,75;45,83;0,15;0;0,15;0;0,15;0;3,43;61,7;0;;0;;0;0;0;0;;;0,8;;;0;0;0;0;0;0
Caio Vinícius;Goiás;Goiás;LCMF, RCMF;23;1000000;2023-12-31;22;1320;0;1,74;0;0,1;19,5;43,36;Brazil;Brazil;direito;187;80;sim;9,34;7,23;46,23;4,09;30;0,89;1,02;0,2;5,11;5,91;2,39;7;0,48;1;0,07;0,75;0;0;0;0,12;0;0;9;0,61;11,11;0;0;0,34;40;0,14;50;0,2;33,33;0;0,89;61,54;4,91;47,22;1,23;0,34;0,48;14,93;0,34;1,64;24,61;82,27;7,43;67,89;5,11;90,67;9,2;91,85;23,25;84,16;1,02;53,33;18,56;18,39;0,01;0,14;0;0,07;0,2;0;0;3,14;65,22;0,75;27,27;0,2;0;0,27;0,14;3,55;61,54;0;;0;;0;0;0;0;;;0,48;;;0;0;0;0;0;0
Egídio;Coritiba;Coritiba;LB;36;300000;2022-12-31;17;1312;1;0,29;2;1,62;16,6;52,07;Brazil;Brazil;esquerdo;177;69;sim;8,16;6,72;48,98;1,92;53,57;0,07;0,08;0,14;4,8;5,79;0,89;1;0,07;1;0,07;4,39;0,07;1;0,07;0,02;0;0;10;0,69;50;10;0,14;5,69;34,94;5,49;35;0,21;33,33;1,23;2,68;76,92;5,63;56,1;0,75;1,3;0,27;27,44;2,61;1,17;40,06;78,42;13,31;72,68;7,48;95,41;13,31;77,32;30,87;89,56;3,64;50,94;21,1;31,61;0,11;1,17;0,07;0;0;0;0,34;4,94;68,06;4,39;45,31;0,48;14,29;0,21;1,92;9,54;76,98;0;;0;;0;0;0;0;;;0,62;;;1,92;0,14;50;0,89;0;0
Réver;Atlético Mineiro;Atlético Mineiro;LCB, RCB;37;300000;2023-12-31;19;1311;1;0,65;0;0;10,64;69,03;Brazil;Brazil;direito;192;83;sim;7,48;4,05;67,8;4,05;67,8;0,55;0,85;0,55;4,19;6,47;0,82;1;0,07;0;0;0,41;0,07;1;0,07;0,04;1;0,07;4;0,27;25;25;0;0;0;0;0;0;0;0;0,48;71,43;1,24;77,78;0,55;0,27;0,27;43,04;0,21;0,69;56,43;91,24;21,83;81,45;3,84;96,43;26,36;97,92;49,77;95,03;6,66;62,89;18,84;28,55;0;0;0;0;0;0;0;5,77;70,24;0,55;50;0,62;44,44;0,07;0;8,51;75,81;0;;0;;0;0;0;0;;;2,95;;;0;0;0;0;0;0
Felipe Alves;São Paulo;São Paulo;GK;34;600000;2023-12-31;13;1303;0;0;0;0;0,48;57,14;Brazil;Brazil;esquerdo;187;79;sim;1,17;0,07;0;0,21;66,67;0;0;0;1,17;1,8;0,07;1;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14;50;0;0;0;13,88;0;0,07;21,2;84,36;11,95;76,88;0;0;8,84;94,53;12,16;98,3;9,05;65,65;32,78;47,64;0;0;0;0;0;0;0;1,73;56;0,07;0;0,14;0;0;0;6,15;73,03;12;0,83;58;4,01;6;79,31;13,56;0,94;1,56;0,108;0;1,38;0,21;;;;0;0;0
Moraes;Juventude;Juventude;LB;24;350000;2023-12-31;21;1300;1;0,93;0;0,69;18;46,15;Brazil;Brazil;esquerdo;170;65;sim;9,62;6,02;62,07;3,05;36,36;0,35;0,44;0,21;5,54;7,08;0,76;3;0,21;0;0;2,77;0,07;1;0,07;0,06;0;0;20;1,38;30;5;0;2,63;26,32;2,63;26,32;0;0;0,35;2,98;55,81;6,37;39,13;1,11;1,59;0,69;22,22;2,42;1,04;34,2;77,13;12,39;69,83;5,54;93,75;10,38;78,67;27,76;85,54;3,81;50,91;18,74;27,03;0,05;0,69;0;0;0,28;0;0,21;3,88;66,07;2,7;46,15;0,69;40;0,42;0,83;6,3;70,33;0;;0;;0;0;0;0;;;0,48;;;0,14;0,07;0;0,83;0;0
Willian;Fulham;Fulham;LW, LWF, LAMF;34;4000000;2023-06-30;22;1299;0;1,03;4;2,08;24,39;49,43;Brazil;Brazil;direito;175;77;sim;4,92;4,71;54,41;0,83;50;0,42;0,57;0,07;1,94;2,68;0,55;1;0,07;0;0;7,14;0;0;0;0,07;0;0;23;1,59;34,78;0;0,28;2,36;23,53;1,59;21,74;0,76;27,27;0,21;9,15;59,85;16,97;49,39;2,29;4,71;2,84;29,38;1,94;3,12;40,74;83,67;9,63;69,06;11,5;96,39;13,03;83,51;36,86;87,97;1,66;66,67;17,87;19,07;0,14;1,25;0,14;0;1,11;50;0,83;3,95;73,68;3,53;54,9;0,83;41,67;1,66;0,55;5,13;77,03;0;;0;;0;0;0;0;;;0,07;;;0,48;0,21;33,33;1,73;0;0
Wanderson;Internacional;Internacional;LW, LWF, CF;27;8000000;2024-06-30;18;1287;6;2,98;2;2,35;19,02;43,75;Brazil;Brazil, Belgium;direito;176;74;sim;4,41;4,48;56,25;1,47;23,81;0;0;0;1,89;2,29;0,98;3;0,21;0;0;6,01;0,42;6;0,42;0,21;0;0;25;1,75;56;24;0,14;3,22;45,65;2,94;47,62;0,28;25;0;6,64;49,47;11,12;38,99;3,71;3,78;1,89;21,26;0,91;0,7;28,32;83,46;6,08;81,61;8,67;94,35;8,25;74,58;24,27;90,49;0,91;23,08;16,31;17;0,16;0,98;0,07;0,07;0,49;57,14;0,77;1,19;70,59;3,15;66,67;0,56;50;1,75;1,47;3,64;80,77;0;;0;;0;0;0;0;;;0,07;;;0;0;0;0,56;0;0
Alerrandro;Red Bull Bragantino;Red Bull Bragantino;CF;22;3000000;2024-12-31;30;1284;7;6,88;2;0,7;20,61;28,91;Brazil;Brazil;direito;180;74;sim;3,36;3,64;34,62;4,63;25,76;0;0;0,14;2,1;2,92;1,61;3;0,21;0;0;2,8;0,49;6;0,42;0,48;2;0,14;47;3,29;48,94;12,766;0,14;0,42;33,33;0,21;66,67;0,21;0;0,07;1,68;54,17;7,57;31,48;3,79;0,63;0,14;9,81;0,84;1,47;13,6;79,38;1,89;62,96;3,86;89,09;3,36;85,42;13,11;80,75;0,07;100;12,63;1,39;0,05;0,7;0,07;0;0,49;28,57;0,14;1,05;73,33;0,49;57,14;0,49;28,57;0,63;0,14;1,19;58,82;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Pedro Henrique;Internacional;Internacional;RW, LW, RAMF;32;2000000;2024-06-30;24;1281;6;6,21;2;3,43;24,1;48,1;Brazil;Brazil;direito;181;72;sim;4,99;5,83;45,78;3,65;42,31;0,63;0,87;0;1,69;2,32;2,04;4;0,28;0;0;7,17;0,42;4;0,28;0,44;2;0,14;40;2,81;32,5;15;0,14;4,64;33,33;1,83;26,92;2,81;37,5;0,7;7,1;66,34;11,24;55,63;4,78;4,5;1,9;19,53;2,32;2,11;24,03;70,76;4,43;58,73;6,39;92,31;8,85;64,29;18,2;82,24;1,33;36,84;19,65;15,73;0,24;1,12;0;0;0,14;0;0,77;1,69;66,67;3,65;36,54;0,35;0;0,49;1,76;4;68,42;0;;0;;0;0;0;0;;;0,21;;;0;0;0;0,14;2;100
Luiz Fernando;Atlético GO;Atlético GO;LAMF, LW, CF;25;700000;2022-12-31;22;1281;0;2,1;3;1,82;21,64;42,86;Brazil;Brazil;direito;178;65;sim;5,41;4,64;63,64;4,29;32,79;0,07;0,1;0,14;2,39;3,43;1,05;5;0,35;0;0;3,02;0;0;0;0,15;0;0;27;1,9;25,93;0;0,21;1,76;32;1,12;31,25;0,63;33,33;0,14;3,79;44,44;9,34;40,6;3,72;1,97;0,49;17,21;1,69;1,97;23,82;81,12;4,29;62,3;5,97;91,76;7,59;86,11;21,01;85,95;1,05;66,67;17,28;15,21;0,13;0,84;0;0;0,28;100;0,35;1,76;76;1,69;45,83;0,28;75;0,91;0,49;3,02;74,42;0;;0;;0;0;0;0;;;0,07;;;0,07;0,07;0;0,14;0;0
Vitor Bueno;Athletico Paranaense;Athletico Paranaense;AMF, CF;28;1300000;2024-12-31;24;1271;3;2,87;1;1,51;18,55;36,64;Brazil;Brazil, Italy;direito;184;82;sim;4,39;3,89;52,73;3,54;30;0;0;0,14;2,34;2,93;0,92;3;0,21;0;0;2,34;0,21;1;0,07;0,2;0;0;24;1,7;29,17;12,5;0,07;1,56;40,91;0,64;44,44;0,92;38,46;0,14;2,41;47,06;7,65;35,19;1,56;1,91;0,85;22,38;1,13;1,2;31,01;81,51;7,01;60,61;8;94,69;10,76;86,18;27,9;86,04;1,77;40;17,12;27,09;0,11;0,99;0;0;1,06;6,67;0,57;3,97;60,71;2,62;37,84;1,35;5,26;1,13;0,64;3,82;72,22;0;;0;;0;0;0;0;;;0;;;0,5;0,21;0;0,71;2;100
A. Canobbio;Athletico Paranaense;Athletico Paranaense;RAMF, RW;24;4000000;2026-12-31;19;1259;2;1,35;0;0,86;18,15;51,68;Uruguay;Uruguay, Italy;direito;175;69;sim;6,71;7,02;59,78;1,83;50;0,15;0,2;0;2,36;3,06;1,37;2;0,14;0;0;2,67;0,14;2;0,15;0,1;0;0;12;0,92;33,33;16,667;0;1,37;27,78;0,08;0;1,3;29,41;0,15;2,9;63,16;7,63;49;1,45;1,68;0,31;15,03;1,07;1,91;21,89;79,09;6,79;71,91;4,73;87,1;5,49;77,78;19,3;86,17;1,22;25;16,26;18,47;0,07;0,76;0;0,08;0,31;50;0,23;2,21;79,31;1,68;45,45;0,61;37,5;0,69;0,46;3,58;80,85;0;;0;;0;0;0;0;;;0;;;0,08;0;0;0,31;0;0
Rafael Ramos;Corinthians;Corinthians;RB;27;800000;2024-06-30;17;1258;0;0,12;1;1,19;18,31;55,47;Portugal;Portugal;direito;170;70;sim;9,87;8,8;66,67;2,43;23,53;0,43;0,59;0,07;3,58;4,89;1,29;3;0,21;0;0;2;0;0;0;0,01;0;0;5;0,36;20;0;0,07;2,65;29,73;0;0;2,65;29,73;0,43;2,22;51,61;4,29;55;0,64;1,07;1;37,85;2,43;0,79;48,93;79,39;19,53;67,77;8,66;94,21;12,88;83,89;41,42;86,36;5,01;47,14;19,4;33,91;0,08;0,93;0;0;0,29;0;0,57;6,51;70,33;2,93;39,02;1,07;26,67;0,64;0,79;9,73;68,38;0;;0;;0;0;0;0;;;0,72;;;0;0;0;0,21;0;0
Muriqui;Avaí;Avaí;LW, LWF, CF;36;125000;2022-12-31;22;1258;4;5,02;1;0,91;17,74;41,53;Brazil;Brazil;direito;172;72;sim;3,79;4,22;49,15;2,29;43,75;0,14;0,2;0;1,57;2,25;0,93;2;0,14;0;0;2,58;0,29;2;0,14;0,36;0;0;19;1,36;26,32;21,053;0,07;1,14;25;0,79;27,27;0,36;20;0;3,15;52,27;9,16;39,06;2;1,29;0,57;17,1;1;2;22,46;77,07;6,15;67,44;5,01;91,43;6,87;72,92;20,25;82,69;1,14;25;16,74;14,17;0,07;0,43;0,07;0;0,57;50;0,14;2,5;68,57;1,72;50;0,64;22,22;0,93;0,21;3,58;78;0;;0;;0;0;0;0;;;0;;;0;0;0;0,07;2;100
Mike;Gwangju;Gwangju;RW, CF, RWF;29;900000;;15;1257;4;3,16;1;0,79;30,54;36,87;Brazil;Brazil;esquerdo;174;67;sim;5,01;4,63;55;5,94;24,68;0,08;0,09;0,31;2,39;2,67;1,39;2;0,14;0;0;4,01;0,29;3;0,23;0,24;0;0;16;1,23;56,25;25;0,08;2,16;32,14;0,23;0;1,77;39,13;0,23;3,7;64,58;14,73;33,51;2,31;1,39;0,85;16,74;1,62;1,93;28,15;81,92;7,56;74,49;6,79;95,45;6,94;72,22;24,99;87,96;1;38,46;14,48;13,41;0,06;0,54;0;0;0,31;75;0,23;2,47;68,75;2,08;48,15;0,15;50;0,77;0,62;3,55;78,26;0;;0;;0;0;0;0;;;0,15;;;0,08;0;0;0;2;50
Luiz Felipe;Santos;Santos;CB, RCB, LCB;29;1200000;2024-12-31;14;1252;1;0,36;0;0;9,27;59,69;Brazil;Brazil;direito;187;79;sim;8,7;4,24;62,71;2,8;64,1;0,14;0,17;0,72;5,89;7,03;0,65;2;0,14;0;0;0,29;0,07;1;0,07;0,03;1;0,07;2;0,14;50;50;0;0;0;0;0;0;0;0;0,29;75;0,93;38,46;0,14;0,29;0;22;0,29;0,22;33,93;87,5;11;69,93;2,66;100;17,18;95,82;29,76;92,51;4,17;51,72;22,92;38,48;0;0;0;0;0;0;0;2,95;58,54;0,22;33,33;0,22;33,33;0,07;0;4,38;47,54;0;;0;;0;0;0;0;;;2,66;;;0;0;0;0;0;0
